filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc_delta_1,mfcc_delta_2,mfcc_delta_3,mfcc_delta_4,mfcc_delta_5,mfcc_delta_6,mfcc_delta_7,mfcc_delta_8,mfcc_delta_9,mfcc_delta_10,mfcc_delta_11,mfcc_delta_12,mfcc_delta_13,mfcc_delta_14,mfcc_delta_15,mfcc_delta_16,mfcc_delta_17,mfcc_delta_18,mfcc_delta_19,mfcc_delta_20,mfcc_delta2_1,mfcc_delta2_2,mfcc_delta2_3,mfcc_delta2_4,mfcc_delta2_5,mfcc_delta2_6,mfcc_delta2_7,mfcc_delta2_8,mfcc_delta2_9,mfcc_delta2_10,mfcc_delta2_11,mfcc_delta2_12,mfcc_delta2_13,mfcc_delta2_14,mfcc_delta2_15,mfcc_delta2_16,mfcc_delta2_17,mfcc_delta2_18,mfcc_delta2_19,mfcc_delta2_20,label
9WNz_rrwLFE_,0.404570907,0.054844148,2705.816613,2721.901203,5810.724894,0.127965856,-258.5162354,71.75830078,-3.797125816,-12.08703041,-13.25033665,-11.88199043,-3.831218481,2.650257349,-4.444538116,-3.761179686,-2.985904217,-1.974773288,-11.13204384,-0.860980153,1.442810059,-2.51218605,0.339442521,4.132985115,0.826236844,7.133784771,0.417682588,-0.189030111,-0.117491923,-0.007207694,0.000839304,0.006115719,-0.078799598,0.073146395,0.016671879,-0.063776836,0.061316803,0.048406169,-0.040038969,-0.195092261,-0.094825774,-0.158144355,-0.074300587,-0.045713305,0.18449463,0.154124618,0.060039591,0.090867154,0.082697883,0.060592551,0.102812782,0.077176943,0.030594451,0.001508298,-0.034166973,-0.003645316,-0.007921237,0.053642865,-0.017334362,-0.045668505,-0.121252291,-0.026708683,-0.071931235,-0.01863393,-0.010446302,0.037923034,not_covid
9-XHdlyHhaQ_,0.380752295,0.137733862,2137.488859,1595.227204,3979.95402,0.142602991,-186.6826477,86.64353943,-74.22090912,12.12031841,-35.79561996,-12.61527729,-22.93822289,-19.57460022,-0.342952013,-7.933223248,0.728979409,-15.63942337,0.601223409,-3.205102682,-4.62225008,3.712600946,-9.494178772,8.744810104,-3.948790312,4.146726131,0.260222942,-0.42059949,-0.131273761,0.320047736,-0.1299261,0.204716608,-0.046839681,0.089481048,0.077331513,-0.304346353,0.015680268,-0.098522849,-0.102151938,-0.053987581,-0.061756946,0.187097967,0.080906287,-0.042014297,0.039257303,0.075892538,-0.211860403,0.05817892,0.1259204,-0.020380912,0.124648854,0.018888501,0.034492832,0.053055897,0.012579673,0.032030351,-0.02684699,-0.009759112,-0.047273263,-0.039971113,0.026012436,0.023887498,0.009373857,-0.014714105,0.02090448,0.012863477,not_covid
9xpJWu2rNsY_,0.40022099,0.009713648,1949.737988,2557.956343,4325.432332,0.066419813,-370.4692078,107.978775,14.49170589,14.38279915,10.66743565,6.397204399,6.622555256,-5.615509987,-14.79924488,-6.981966496,-6.580531597,-6.4694314,-10.76532555,-7.535105228,-10.65608597,-10.72740459,-14.01177597,-4.802788734,-8.980377197,-5.503274441,-0.047544103,0.101934277,-0.081135556,0.043422885,-0.05866893,-0.057327755,-0.023601593,0.024112167,0.004477965,-0.01759734,-0.061685022,0.009553637,0.071007162,-0.045786068,-0.037328579,-0.005065704,-0.031973943,0.020645009,0.044660632,-0.020238101,0.052106839,0.075225703,-0.074552909,0.012295427,0.028749932,-0.005542163,0.007803504,-0.028510021,-0.005644092,0.055592518,0.027358942,0.001886765,0.018629543,0.019654401,0.010478481,-0.016071217,0.004671864,0.005546498,-0.003488066,0.026258325,not_covid
9XSE1pdHwSU_,0.520069897,0.001872484,2220.217459,2551.78643,4859.924316,0.096589265,-524.7194824,91.90227509,1.656985164,24.46545601,11.38939953,14.38442612,4.745156288,2.734793663,6.249741077,7.896889687,-6.046416283,-3.202523708,-3.909104586,-0.251924157,-5.199993134,-4.478136063,-7.197099686,0.660269082,-2.364856958,0.03560815,2.570421457,0.401749283,0.030394051,0.030355705,-0.113367759,0.012460955,-0.007328762,-0.079056844,-0.195565715,0.023195522,0.047005851,-0.030057261,-0.067856111,0.041557286,0.049123082,-0.043322586,-0.088967942,-0.026042154,-0.053108376,-0.010039467,-0.874338925,-0.044300362,0.107215911,-0.078406364,0.030561876,-0.02968774,0.012594351,0.014083881,-0.010398401,0.01484983,0.032394361,0.009525052,-0.004652628,0.006178783,0.011738186,0.031155495,0.058623597,0.004577649,0.058641475,0.003685223,not_covid
9yAGKsPDM14_,0.608217239,0.018378893,3538.619081,2911.220129,6966.888428,0.213564272,-478.3269958,54.06894302,-6.979018688,-1.115565777,3.574560404,10.33690071,-6.999035835,9.588421822,-2.790114403,2.339438915,-1.56213522,0.687598288,0.025056414,1.312072515,-1.620948553,-0.781633139,1.748423815,-8.460380554,0.722680628,-1.196354389,1.841299891,0.234626412,-0.069428481,-0.157193542,0.030190881,0.011806753,-0.139840677,0.251375645,-0.163801134,-0.138633713,0.030786682,0.071030557,0.015654672,0.175009117,-0.245210305,0.013009811,-0.012080436,-0.108517662,0.071171679,-0.007658581,0.046160962,0.089060545,0.163267985,0.104499228,0.059779126,0.054228861,0.089972429,0.040001914,0.053112153,0.019276347,0.009683023,-0.02419539,9.65E-05,-0.047134474,0.055446591,0.013415991,0.00560581,0.011957504,-0.015407749,-0.036688022,not_covid
9Zl4VUruA9I_,0.508575976,0.023620768,2268.680186,2634.249569,5353.842163,0.074234574,-339.3345947,100.0365143,-6.699615479,6.188976288,14.54245377,7.283849716,-1.569139719,8.477612495,7.005346298,4.163794041,0.070595212,4.457217216,3.585582495,9.155406952,-2.635247707,7.57314539,0.884320199,2.671985865,0.536371946,1.729709506,0.932598174,0.254280448,-0.170030177,0.137052,0.06600076,-0.060658649,-0.058923617,-0.175456539,0.032894824,-0.027462743,-0.046841521,-0.083126113,0.021794155,0.028041584,-0.141856804,0.09046904,-0.051633079,-0.079253957,-0.03993104,-0.083550245,-0.069735736,0.001014144,0.033813387,-0.025990296,-0.004602019,0.035049696,0.057205047,0.048888184,-0.01492529,0.008487904,0.006020623,0.013373225,0.017763438,0.006669236,0.033014681,0.01247493,0.033650063,0.012730228,-0.018141661,0.006225249,not_covid
15lAut5Ry-U_,0.537441552,0.025389064,3720.749561,3007.896895,7476.457723,0.230889214,-391.6138611,36.63630676,-12.56191921,-4.566420078,-6.677825928,-7.721728325,-4.708291054,2.184919596,-5.344536781,0.584055007,-2.765886307,-4.589104176,-11.63434315,-9.0729599,-3.647011042,-3.283991814,-5.145849228,-6.68708086,-7.400806427,-4.258250713,2.806069851,-0.20552133,-0.343037963,-0.082815044,-0.126808837,0.025400952,-0.138983995,-0.124109477,0.022792282,0.158192143,0.105694167,-0.037121609,-0.168058515,-0.085050434,-0.016282093,-0.054468967,-0.000425056,0.067006938,-0.06371706,0.007923325,0.638511777,-0.025092969,-0.010189048,-0.051544286,-0.021923156,-0.003697082,-0.044113502,0.01632254,0.005813352,0.016133022,-0.002374084,-0.025464693,0.018961998,0.023024321,0.007677705,0.000883052,-0.001141813,-0.003177117,0.039611433,0.036548689,not_covid
33NSh9cvNvI_,0.486317009,0.018866332,3095.445595,1793.313504,4812.87028,0.178111889,-441.790741,15.33956814,-11.38715649,119.0280609,-34.56445313,-1.535426974,30.6571331,-0.161054224,19.13010025,-7.733923912,9.110286713,9.999752045,3.90495801,4.300086021,-1.400974154,12.65773773,-0.89610517,0.218426034,5.789601803,0.773498535,1.894050121,-0.280824721,-0.258306503,-0.093601368,0.002413421,-0.235948548,0.039734636,-0.083247326,-0.169516295,-0.032651931,-0.116429769,-0.026426151,-0.062434871,0.036977056,0.107463822,0.037924908,0.074187607,0.052546125,0.026094135,0.034971397,0.182290345,-0.178339764,-0.109174021,-0.097149514,0.072354227,0.018360041,8.19E-05,0.052894227,0.026670106,0.070111841,0.061508648,0.007417954,0.009009591,0.064240605,0.044737928,0.02003553,-0.04951353,-0.055914566,-0.077121027,-0.097466767,not_covid
39IZIbmQPzA_,0.37707895,0.049809199,2504.557174,2147.503202,4902.69165,0.156396936,-218.7695313,86.44799042,-46.70637894,2.224863052,-29.80757713,10.26568604,-20.11038399,8.895851135,-20.41370964,18.81506538,-8.301704407,7.332773209,-8.005706787,4.224783897,-3.582942009,1.103970289,-7.502113819,2.443172693,-1.832564712,3.662560463,0.315778315,0.148542613,0.029682945,0.077425249,-0.032014839,-0.102628231,-0.051398974,-0.050646439,-0.086523041,0.071845144,-0.046457715,0.046942774,0.102000907,0.06044697,0.035543203,-0.028232928,-0.08215037,-0.052304216,-0.00543265,-0.054889053,-0.429362297,-0.102678239,0.025069537,-0.036030188,0.049152765,0.02519208,-0.017735461,0.012633109,0.086895481,-0.077787958,0.078535527,-0.024122367,-0.023047484,0.036887825,0.036386963,0.026131146,-0.006510907,-0.070859917,-0.027720235,0.005808394,not_covid
40fIOkLK3j4_,0.500179112,0.007548363,4014.819595,2902.92834,7221.24939,0.281688549,-388.518219,44.27091599,17.78721046,7.36956358,-9.617832184,19.73776436,-17.94275284,9.320334435,-11.79178238,3.391539574,2.553780794,3.397936106,0.510803878,0.173845574,-0.138609722,0.259947956,-1.477655172,1.396484137,-3.919450045,-1.333385348,1.897694111,-0.05859904,-0.048832718,-0.061079405,-0.092994899,0.064434446,-0.005374769,0.07465905,0.03604766,0.080841891,0.059695151,0.025136007,-0.078892931,-0.051147599,-0.015665507,0.017162813,0.05676727,0.054081708,0.032629877,-0.00705148,-0.253435373,-0.017335026,-0.02187622,-0.008855211,0.011972284,0.000873444,0.042623803,-0.028433787,-0.019558284,-0.048252825,0.016973777,0.038130853,0.035137787,-0.003840901,-0.013403122,0.000563594,0.036865726,0.021056149,-0.005754376,0.022689892,not_covid
42RAaEB-Jgs_,0.625862658,0.016528131,777.6469018,1553.595535,1335.85612,0.0198952,-501.1158752,144.5274963,34.71502304,33.5949707,28.32439423,18.77911186,10.28549004,9.134029388,6.905874729,3.830976248,1.89049232,6.181165695,6.1439991,0.649501562,1.353481293,2.623576403,-0.744864404,0.466127664,-1.888847828,0.272268683,1.355493307,0.335405022,-0.380012363,-0.099770069,-0.276308954,-0.17844744,-0.146316901,-0.143931806,-0.025993798,-0.008614224,-0.036135189,0.069482833,0.009947329,-0.00236319,0.012253694,-0.053716447,-0.061956242,0.025038471,-0.01307071,0.01880707,0.052679572,-0.160969257,-0.115301721,-0.049656503,-0.031933043,0.051280227,0.012097196,-0.023179054,-0.000861298,0.013720815,-0.013724438,-0.018521257,-0.028217372,0.014334453,0.033897553,0.002476744,0.004287485,-0.001504838,0.001149723,0.027511001,not_covid
43FtU9nHMxc_,0.39792785,0.127275527,3400.09127,2619.300584,6390.974935,0.232234248,-140.077652,36.99272156,-37.81089783,-9.776284218,-12.34648991,-16.59669113,-24.98602295,-11.24776173,-15.87011528,3.574585438,-4.439415455,3.921805143,-1.916823745,-0.96370858,0.174098238,-8.950028419,-7.454607964,3.80572772,-8.967987061,-1.273180604,0.359734327,-0.385606021,0.016896866,-0.17243959,-0.072643995,-0.092320018,0.038206454,0.141994268,-0.108265154,0.053478524,-0.027142417,-0.00696371,0.043418694,-0.124442033,-0.017703166,-0.014194661,-0.003935289,0.019653784,-0.105599016,0.004570996,-0.482203722,0.077171296,0.025597043,-0.039602589,-0.032934565,0.031340808,0.006785763,0.010951934,0.025580719,-0.045875199,0.026313115,0.011256505,0.01835781,-0.039875977,0.001932021,0.072165377,0.014848899,-0.039678786,0.019235699,0.030412789,not_covid
43MaVucRguE_,0.381140471,0.110407941,2531.506886,2229.889519,4985.235596,0.142225477,-117.9753113,79.77005768,-45.15994263,14.15692806,-17.50490379,0.546114206,-27.85225868,4.017145157,-19.90392113,5.212170601,-21.55235672,-10.15194511,-6.847177029,4.671288013,-6.036112309,1.042405605,-12.27822304,4.936058998,-12.32404041,-2.386672735,0.818660617,0.2141895,-0.206784174,-0.281016767,-0.092826575,-0.225712433,0.000534887,-0.069990292,-0.003881295,0.003311272,-0.192189634,-0.076787807,-0.121708304,-0.056626629,-0.052886035,0.11761301,0.053215455,0.086228594,0.077276856,0.064986214,0.222581849,0.033492699,0.015988978,0.022061538,0.050537571,0.044475585,0.005836814,0.029347848,0.11225605,0.091776192,0.041771006,-0.019348128,-0.011801892,-0.02540672,0.009763299,0.050452311,0.049118225,0.030247405,0.005339056,-0.019767456,not_covid
44nJyshuBYk_,0.417800903,0.16663295,1164.679409,1017.923804,2360.92631,0.06781684,-188.8827515,168.3900146,-48.86567688,19.87130928,27.25134087,-33.90957642,-5.601217747,5.918374062,-20.6049633,-3.278427601,-0.359105438,-12.56178951,-2.658459902,-2.388806343,-7.833919048,-1.414010763,-2.567732096,-3.799821138,-0.279073507,-1.975008845,-0.170884416,-0.008712963,0.145129532,0.027621366,0.024575042,0.018424891,0.00818215,0.054457869,0.055463817,0.02584338,-0.036135916,-0.100089878,-0.069551222,0.005395027,0.005139229,-0.005177063,0.046597332,0.054320097,-0.011159446,-0.02179224,0.083517641,-0.024942772,-0.079570949,0.008834217,-0.03057047,-0.02746637,-0.015157951,-0.034695122,0.005789021,0.022472031,0.01767174,0.029858924,0.015860369,0.01373814,0.03923529,0.022921935,0.006931978,0.020553743,0.009947942,0.011856207,not_covid
46IWQpa2v64_,0.394017339,0.037821565,1507.051663,1271.68812,2876.028442,0.092174389,-323.6799622,141.4540253,-54.65503693,3.631266594,17.47707939,-33.42672348,-3.220792532,-7.381824493,-32.83108521,-6.204852581,-7.825779438,-19.28925896,1.01229322,-0.079070196,-6.390439034,6.623353958,-4.94217205,-11.04411983,1.190582037,-3.29235363,1.114190817,0.102870405,-0.254581869,-0.242855281,-0.009641195,0.061422225,-0.041962601,-0.073736995,-0.001940957,0.026952978,0.000699926,-0.011897193,-0.030321416,0.044941664,0.063000739,0.033319838,-0.036992554,-0.003847181,-0.020245755,-0.015217181,0.137805805,-0.046583269,0.007593137,0.025601886,0.014273209,0.055421967,-0.006365443,-0.038991585,0.037853457,0.006739817,0.008836036,-0.033409089,-0.004508387,-0.027599065,-0.025481923,0.032958522,-0.004917902,-0.000130428,-0.01070918,0.018764598,not_covid
60NM10sTc9c_,0.443257838,0.063511632,2542.484443,2273.379337,4915.20284,0.162780762,-268.7704468,79.80555725,-39.06733704,7.572101593,1.548060775,-25.80111313,-26.43963242,-3.107063532,-16.4466629,-2.606099844,-10.82409,-2.011279106,-13.41345692,-2.137906551,-13.8940897,1.24562633,-4.136741638,2.841056824,2.368724585,11.42550278,-0.04174282,0.204425588,0.295947343,0.003577107,-0.075561665,-0.123350799,0.029638944,0.073951297,-0.172707349,0.041998073,0.007381227,-0.122428507,-0.042465992,0.047830965,-0.004948604,0.12550059,0.157426924,0.139447957,0.067711078,-0.005491636,0.120736316,0.089852206,-0.099002682,-0.082829416,-0.028703596,0.006035166,-0.061436608,-0.036799047,0.001573068,-0.013831417,0.054943737,0.052593,0.059326105,-0.043233171,-0.009259272,-0.036767885,-0.045085892,-0.088801473,0.006361974,0.027496787,not_covid
64Ymtt704So_,0.410760105,0.044344958,3909.1675,2563.721458,6912.955729,0.291243942,-216.2920532,31.40611076,-21.30042458,8.744963646,-16.86003494,-7.081829548,-28.82997131,16.40673828,-22.84346581,1.213456154,-1.799482822,3.195635557,-3.465835094,3.496498346,3.334054232,-0.662233412,1.679424882,6.56473732,-1.479920864,4.993683815,0.174047396,0.073485993,0.037755962,0.146771118,0.025813792,0.004151177,-0.016077939,-0.158036515,0.019077946,-0.146731213,-0.017202297,-0.125262171,-0.065632097,-0.038622018,0.003108082,-0.078581035,-0.005306495,0.0434113,0.054204077,0.112161174,0.022893623,0.105889499,-0.066214181,0.06027535,-0.003793006,-0.072225496,0.023673089,0.007148623,0.006042677,-0.004604834,-0.024081085,0.001404809,-0.024876598,-0.005698822,-0.002682074,-0.013242148,0.021556275,-0.0134848,0.022839781,-0.03962224,not_covid
#NAME?,0.492974401,0.005093018,1600.647469,2300.999728,3660.644531,0.047815394,-543.7769165,119.100296,23.90296936,23.70948982,8.697511673,10.83991337,1.680630445,7.781386852,1.686800241,3.687685251,-2.675645828,-1.25075388,-2.634280205,1.647434711,0.647164166,1.602688789,-2.469729424,0.704325199,-5.352919579,-1.281079412,0.106168181,0.066440277,-0.015827058,-0.051088538,-0.050909538,-0.076398782,-0.044854794,0.019533455,0.056719251,0.053522438,0.010518036,0.015367951,0.032395441,0.008776528,-0.003376895,0.026928341,0.053851429,0.015288881,0.003154055,0.010670419,-0.065282583,-0.078842938,-0.039108109,-0.041243434,-0.030276343,-0.031500954,-0.029535767,-0.014486033,-0.014770819,-0.01277988,0.013562654,0.014141176,-0.00023767,-0.002767817,-0.002983544,0.005541703,0.015656117,0.033483662,0.003227213,0.026374711,not_covid
#NAME?,0.40028286,0.052132484,2664.129566,2563.440387,5518.182373,0.121514214,-290.8406067,85.5144043,-10.98687267,10.97055626,1.218061328,9.801714897,0.316854984,-7.225133896,-2.831452608,2.981584549,-8.84307766,-4.629811764,-7.424621582,-4.511141777,-7.482201099,-4.865529537,-6.353732586,-5.024187565,-8.422812462,-0.831207693,-0.799004495,-0.406245917,0.375011861,0.194002405,0.022097252,0.139611706,0.056332059,0.146879598,0.191623628,0.085286982,0.10625127,0.154276058,0.049688932,-0.004135251,0.074104182,0.020145716,0.002570912,0.028232269,0.026326131,0.014797173,-0.602261484,-0.239604264,0.164051026,0.092708237,0.00381796,0.0256011,0.019416906,0.017256418,0.030679252,0.002348807,0.019215686,0.025821589,0.033888381,0.030484406,0.030763146,-2.42E-05,0.019566359,-0.010699102,-0.010966601,-0.062619314,not_covid
#NAME?,0.704280734,0.058738757,3090.031219,2740.856272,6530.841064,0.179077148,-75.59545135,68.84922791,-11.66583252,17.18964005,-4.745079994,2.061405182,-8.534119606,5.379292965,-4.747191906,5.724701881,-6.867559433,0.677696705,-7.53510952,0.602186978,-6.629556179,0.659050405,-4.125255585,0.734949768,-4.655417442,-0.645008802,0.005792601,0.017387748,-0.015258003,-0.012704313,0.014027049,-0.011941318,0.023306979,0.028242974,0.027445531,0.017585797,-0.000654051,0.000248233,0.015658425,0.057519108,0.04260771,0.026614396,-0.007012763,-0.002062093,-0.007291852,-0.006651883,-0.036936726,-0.022877648,0.015583224,0.012338514,-0.011248068,0.010715747,0.009453499,0.001272828,0.005762345,0.013836497,0.014922665,-0.008075875,-0.002685646,-0.023557914,-0.025494043,-0.006701894,0.012373858,0.009672703,-0.002335683,-0.018514588,not_covid
#NAME?,0.424896061,0.044159308,3173.872023,2482.951387,5768.306478,0.221742983,-264.0645142,58.72976685,-7.446329117,15.07565498,-24.54665375,-7.761267662,-29.1582489,1.814475417,-19.11000252,-9.132167816,-3.354258299,-0.625627458,0.677354813,-3.651989222,-6.051375389,1.21177423,-14.92381573,-11.18005562,-8.861262321,-5.078875542,0.239776254,-0.056437828,0.074066818,0.051425215,0.024325013,0.084456071,0.035227437,-0.058931574,0.006489648,-0.009773456,-0.013992893,-0.032932989,-0.064122126,-0.069570966,-0.072371043,-0.045207951,-0.036593579,0.003503609,0.05618361,0.003339476,-0.135182872,-0.071220048,-0.003093887,0.014433666,0.006632973,-0.022741498,0.006035566,-0.004242552,-0.005314593,0.029309956,0.065934911,0.026048481,0.02046831,0.025890661,0.046396334,0.010891881,0.026964208,0.033204347,0.005283117,-0.001740212,not_covid
#NAME?,0.434573233,0.104041226,3006.457898,2270.008544,5383.550008,0.225384748,-113.6093369,61.57564163,-50.14319229,13.73249722,-3.861806154,-16.06651688,-11.14799023,6.13310194,-32.13466263,14.27817345,-8.916543961,1.918062806,-8.44133091,2.808455944,-6.152547836,-4.181546211,-7.060247421,-0.96489501,0.560492218,-1.245851398,0.087721825,-0.094622754,0.024866739,-0.100351155,-0.004657021,-0.080731779,0.045787197,0.02130642,0.027516859,0.03323745,0.017424328,0.027253142,0.036539048,0.039594322,-0.012257055,-0.026485464,0.000797821,-0.007544721,-0.05933452,0.002460639,-0.041737366,-0.030431306,-0.006253039,0.040410068,0.005621398,-0.015234894,0.000915048,0.035532422,0.020265985,0.064824402,0.052336328,0.019789902,0.027697461,0.053068083,0.011302284,-0.023071731,-0.016919956,0.005193026,0.006479314,-0.014358026,not_covid
